artist_name,wikipedia_summary
BREAD & BUTTER,"Bread was an American soft rock band from Los Angeles, California. They had 13 songs chart on the Billboard Hot 100 between 1970 and 1977.
The band was fronted by David Gates (vocals, bass guitar, guitar, keyboards, violin, viola, percussion) with Jimmy Griffin (vocals, guitar, keyboards, percussion) and Robb Royer (bass guitar, guitar, flute, keyboards, percussion, recorder, backing vocals). On their first album session musicians Ron Edgar played drums and Jim Gordon played drums, percussion, and piano. Mike Botts became their permanent drummer when he joined in the summer of 1969, and Larry Knechtel replaced Royer in 1971, playing keyboards, bass guitar, guitar, and harmonica."
Xanman,"Haile Malik Salaam (born August 16, 2000), known professionally as Xanman, is an American rapper from Landover, Maryland. He gained significant attention in 2019 with his single ""Gucci Down"". Xanman has worked with a number of other Maryland rappers including his cousin YungManny and frequent collaborator Goonew. Goonew died in March 2022 from gunshot wounds."
Potter Payper,"Jamel Bousbaa (born 15 November 1991), known professionally as Potter Payper, is a British rapper and songwriter from Barking, London, he started rapping early and gained attention through black box freestyles and grime blogs with friend and fellow rapper KB. In 2021, he signed to the UK division of Def Jam Recordings. In 2022, his song ""Gangsteritus"" featuring Tiggs Da Author became his first UK top 40 single. after its use in Top Boy."
Christina Aguilera,"Christina María Aguilera ( AG-il-AIR-ə, Spanish: [kɾisˈtina maˈɾi.a aɣiˈleɾa]; born December 18, 1980) is an American singer-songwriter actress and television personality. Recognized as an influential figure in music and having received widespread public interest, she is noted for her four-octave vocal range extending into the whistle register, artistic reinventions, and incorporating controversial themes into her music. Referred to as the ""Voice of a Generation"", she was also named a Disney Legend, in recognition for her contributions to The Walt Disney Company.
After appearing on The All New Mickey Mouse Club (1993–1994), Aguilera recorded the theme song, ""Reflection"", for the animated film Mulan (1998) and signed a record deal with RCA Records. She rose to fame in 1999 with her self-titled debut album, which gained three number one singles on the US Hot 100 – ""Genie in a Bottle"", ""What a Girl Wants"" and ""Come on Over Baby (All I Want is You)"". Seeking a departure from her teen idol image, Aguilera took on a more provocative image and released (2002), which went on to become one of the best-selling albums of the 21st century. After another old-school inspired musical reinvention, she released the critically praised (2006). Throughout these periods, she amassed various worldwide hits, including ""Lady Marmalade"", ""Dirrty"", ""Beautiful"" and ""Ain't No Other Man""."
L.V.,"Larry J. Sanders (born December 2, 1960), known professionally as L.V. (an acronym for ""Large Variety""), is an American singer, best known for his collaboration with rapper Coolio on the worldwide hit single ""Gangsta's Paradise"". He has released five solo albums and has been a member of the gangsta rap group South Central Cartel since its formation in 1991, usually singing the choruses. In 2019, L.V. was featured by NBC News after the Los Angeles Police Department designated him as a gang member or associate for the purposes of a heavily criticized database."
Blue,"Blue are an English boy band consisting of members Simon Webbe, Duncan James, Antony Costa, and Lee Ryan. The group formed in 2000 and released three studio albums before announcing a hiatus in late 2004. In January 2011, the group reformed and represented their country at the 2011 Eurovision Song Contest in Düsseldorf with the song ""I Can"", coming in 11th place with 100 points. In 2013, it was confirmed that the group would be joining The Big Reunion, in which six groups from the past (including Liberty X, Atomic Kitten and 5ive) reform for a one-off gig. On 27 March 2013, the group announced they would embark on their first headlining tour later on in the year, their first tour in nearly ten years.
In April 2015, Blue were dropped by their record label Sony due to the poor performance of their fifth album Colours. In 2022, Blue returned with singles ""Haven't Found You Yet"" and ""Dance with Me"", both from their sixth studio album , which was released on 28 October 2022."
Reks,"Corey Isiah Christie (born August 24, 1977), better known by his stage name Reks (styled in all caps as REKS), is an American rapper. Reks emerged from Lawrence, Massachusetts' underground rap scene. His debut underground album, Along Came The Chosen, was released on Brick Records in 2001. Reks has released eight additional albums and has appeared on various albums and mixtapes."
Christophe Maé,"Christophe Martichon (French pronunciation: [kʁistɔf maʁtiʃɔ̃]; born 16 October 1975), better known by his stage name Christophe Maé (pronounced [kʁistɔf mae]), is a French pop singer."
Headhunterz,"Willem Rebergen (born 12 September 1985), better known by his stage name Headhunterz, is a Dutch DJ and music producer. Rebergen is also a voice actor. He has done dubbing for several films and TV series. He started his career in 2005 working on hardstyle music.
Headhunterz has performed at Qlimax, Defqon.1, Q-Base, In Qontrol, Decibel, Hard Bass, Electric Daisy Carnival and Tomorrowland.
He released his work on Scantraxx through his own sub-label, Scantraxx Reloaded, but in 2013 he started his own record label, HARD with STYLE. He signed with the North American electronic dance label Ultra Music in 2013 and left his own label in 2015. Since June 2017, he officially returned to the hardstyle community at the closing ceremony of Defqon.1 Weekend Festival 2017."
De Killtros,"Various Artistsは、日本語ではヴァリアス・アーティスツ、ヴァリアス・アーティスト、V.A.などとも表記される英語の語句で、「様々なアーティストたち」を意味する表現。特に、アルバムなど音楽ソフトにおいて、多数のパフォーマーの作品を収録している場合などに用いられる。
この表現は、単に「様々なアーティストたち」によるパフォーマンスが収録されていることしか意味しないので、収録された音源の未発表/既発表といった区別とは関係がない。「編集アルバム」という意味に由来する「コンピレーション・アルバム」が、狭義では既発表音源を集めたものと理解され、多数のアーティストたちが新たに録音した未発表音源を集めたものについてはあまり用いられないのに対して、Various Artists はいずれの場合にも用いることがある表現である。"
Crankdat,"Christian Smith (born March 2, 1997), known professionally as Crankdat, is an American DJ and electronic dance music producer."
Racionais MC's,"Racionais MC's is a Brazilian hip hop group based in São Paulo. The original lineup formed in 1988 consisted of Mano Brown, Ice Blue, Edi Rock, and DJ KL Jay. Each member hails from the ring of favelas around São Paulo. Their lyrics combine themes of social justice with gangster imagery, a far cry from the idyllic breeziness typically associated with Brazilian rap music, Racionais MC's is often considered the most important Brazilian rap group."
J Stalin,"Jovan Smith (born January 25, 1983), better known by his stage name J. Stalin (also J Stalin or J-Stalin), is an American rapper from the Cypress Village housing projects in West Oakland. In 2007, he signed to Zoo Entertainment Production Company run by artist Mekanix, who described his style as a variant of hyphy known as ""Go""."
iann dior,"Michael Ian Olmo (born March 25, 1999), known professionally as Iann Dior (stylized in all lowercase), is an American musician, rapper, singer, and songwriter. He is best known for his guest appearance on 24kGoldn's 2020 single ""Mood"", which peaked atop the Billboard Hot 100 and remains his sole entry on the chart. He signed to Internet Money Records and 10K Projects prior to the release of his debut album, Industry Plant (2019), which was followed by On to Better Things (2022)—both of which entered the Billboard 200."
Night Tempo,"Jung Kyung-ho (Korean: 정경호; born February 14, 1986 in Seoul, South Korea), better known as Night Tempo (Japanese: ナイト・テンポ; Korean: 나이트템포), is a South Korean future funk producer known for his Showa Groove series of remixes of 1980's Japanese city pop."
Intelligent Hoodlum,"Percy Lee Chapman (born August 13, 1971), known by his stage name Tragedy Khadafi (formerly Intelligent Hoodlum), is an American rapper and record producer. Chapman hails from the Queensbridge Housing Projects in Queens, New York City, and helped spawn other hip hop artists such as Mobb Deep, Capone-N-Noreaga, Nas. He is documented to be the first to use the phrase ""illmatic"" in 1988 on a record called ""The Rebel"", from the Marley Marl album In Control, Volume 1, which was an inspiration and influence on fellow New York rapper Nas."
Jawsh 685,"Joshua Christian Nanai (born 4 November 2002), better known as Jawsh 685, is a New Zealand beat maker and music producer. While a student at Manurewa High School, in South Auckland, New Zealand, he made his breakthrough with the 2020 siren jam single ""Savage Love (Laxed – Siren Beat)"" in collaboration with American R&B singer Jason Derulo. BTS made a remix to the song which reached number one in over 15 countries, including the United States, the United Kingdom, Canada, Australia, and New Zealand."
Promo (DJ),"Promo, eigentlich Sebastian Hoff, (* 12. April 1976) ist ein niederländischer Hardcore-Techno-Produzent und Disc Jockey (DJ). Früher veröffentlichte er unter dem Namen DJ Promo."
Nexus Studio,"Nexus is a progressive rock band from Argentina. The band was founded in the late 1970s, but released its first album in 1999.
The band is well known around the world. It has performed in different countries (Argentina, Brazil, Mexico, United States, Chile, Panama) and has experienced good sales, reception and reviews of its albums."
Lords of the Underground,"The Lords of the Underground (L.O.T.U.G.) is an American hip-hop trio based in Newark, New Jersey. The group is composed of Dupré Kelly (professionally known as DoItAll) (born January 14, 1971), Al'Terik Wardrick (professionally known as Mr. Funke) (born November 15, 1972) and Bruce A. Colston (professionally known as DJ Lord Jazz) (born November 20, 1968)."
RiFF RAFF,"Horst Christian Simco (born January 29, 1982), known professionally as Riff Raff (often stylized as RiFF RAFF), is an American rapper from Katy, Texas. He was originally managed by Swishahouse co-founder OG Ron C in 2011. After initially signing with rapper Soulja Boy's record label Stacks on Deck Entertainment, Simco signed with producer Diplo's record label Mad Decent to release his debut studio album, Neon Icon (2014). Despite lukewarm critical and commercial response, it mildly entered the Billboard 200 along with his second album Peach Panther (2016), which was released by Warner Records. Prior to its release, Simco entered a US$4 million joint partnership with Stampede Management and BMG for his Neon Nation label and production company. The joint deal fell apart in the wake of legal disputes with the release of the 2012 film Spring Breakers."
Kaash Paige,"D'Kyla Paige Woolen (born January 8, 2001), known professionally as Kaash Paige (a backronym for Kill All Arrogance, Stop Hatred), is an American singer, rapper, and songwriter from Dallas, Texas. She was signed to Se Lavi Productions and Def Jam Recordings and managed by Roc Nation. She released her debut extended play Parked Car Convos on November 15, 2019."
Money Boy,"Sebastian Meisinger (born June 27, 1981 in Vienna), better known by his stage name Money Boy, is an Austrian rapper and singer. He became famous with his hit ""Dreh den Swag auf""."
brakence,"Randall ""Randy"" Findell (born December 17, 2001), known professionally as Brakence (stylized in all lowercase), is an American singer-songwriter, rapper, record producer and musician from Columbus, Ohio who is currently signed to Columbia Records and Sony Music. He is known for his hyperpop-influenced style which has been described as a mixture of ""Midwest emo and emo rap,"" and his use of both baritone and falsetto vocals."
Asian Doll,"Misharron Jermeisha Allen (born December 7, 1996), known professionally as Asian Doll (also known as Asian Da Brat, or simply Asian), is an American rapper. A Dallas native, she was the first female artist to be signed to Gucci Mane's 1017 Eskimo Records."
Topic,"Tobias Topic (born 23 March 1992), also known mononymously as Topic (), is a German DJ and music producer of Croatian origin. His song ""Home"" was certified platinum in Australia and Germany."
A7S,"Alexander Michael Tidebrink Stomberg (born 3 May 1994), known by his stage name A7S, is a Swedish singer, disc jockey, producer and songwriter. His collaboration ""Breaking Me"" with German artist Topic was released on 19 December 2019. It reached top 10 positions in 24 countries including the United Kingdom, Germany, the Netherlands, Austria, Switzerland, Canada, Australia and Ireland. With ""Breaking Me"", A7S also reached the British single charts for the first time and garnered his first number-one in the Portuguese charts. Tidebrink has worked with artists such as Clean Bandit, Lil Baby, Bebe Rexha, J Balvin, Ellie Goulding, Nicky Romero, Hardwell, Smith & Thell and Vigiland.
His song ""Breaking me"" peaked as #6 in the world on Spotify's global chart in 2020 and his song Your Love (9PM) was the 6th most played song on radio in the world 2021."
Lauren Bennett,"Lauren Diane Bennett (born 24 June 1989) is an English singer. She is known for being a member of the American girl group G.R.L. Bennett has also worked with the Paradiso Girls, CeeLo Green, Robin Antin, The Pussycat Dolls, and LMFAO. She was featured on the lattermost's 2011 track ""Party Rock Anthem"", which became her first number one single in the United Kingdom and United States."
GoonRock,"David Jamahl Listenbee, better known by his stage name GoonRock, is an American record producer, musician, singer, songwriter and rapper. Raised in Los Angeles, California, early in his career he focused on hip hop and sold beats to artists such as Dr. Dre, Ne-Yo, Kanye West, and Juvenile. He later began incorporating club music. GoonRock co-wrote and co-produced a number of songs on LMFAO's 2011 album Sorry for Party Rocking, including hit singles ""Party Rock Anthem"" and ""Sexy and I Know It.""
In 2013, GoonRock co-wrote and produced ""A Little Party Never Killed Nobody (All We Got)"" for the international blockbuster film The Great Gatsby for Fergie featuring Q-Tip. In 2012 he co-wrote and produced two songs for Jennifer Lopez, including ""Clothes Off"" and ""Goin' In"". ""Goin' In"" peaked at #1 on the US Hot Dance Club Songs for 2012."
Mann,"Jonathan Mann (born April 9, 1982) is an American singer-songwriter, best known for creating a song and video every day since January 2009. His songs often allude to news and popular trends of the very day he uploads them to his YouTube channel. In November 2014, Mann set a world record for the most consecutive days writing a song."
Utada Hikaru,"Hikaru Utada (宇多田ヒカル, Utada Hikaru, born January 19, 1983), also known mononymously as Utada, is a Japanese and American singer, songwriter, and producer. She is considered to be one of the most influential and best-selling musical artists in Japan.
Utada was born in New York City to Japanese parents, record producer Teruzane Utada and enka singer Keiko Fuji. She began to write music and lyrics at an early age and often traveled to Tokyo as a result of her father's job. After signing to Toshiba-EMI, she released her English-language debut album Precious under the name Cubic U in 1998, which was a commercial failure. In the following year, heavily influenced by R&B and dance-pop, Utada released her Japanese-language debut, , which was an immediate success. Backed by the success of singles ""Automatic"", ""Time Will Tell"", and ""Movin' On Without You"", the album sold two million copies in its first week in Japan, topped the Oricon charts for six non-consecutive weeks and went on to sell six million more throughout the rest of 1999. eventually became Japan's best-selling album of all time."
Afroman,"Joseph Edgar Foreman (born July 28, 1974), better known by his stage name Afroman, is an American rapper. His debut studio album, The Good Times (2001), featured the singles ""Because I Got High"" and ""Crazy Rap"". He was nominated for a Grammy Award the following year."
Five on the Black Hand Side,"The Black Crowes are an American rock band formed in Atlanta, Georgia, in 1984. Their discography includes ten studio albums, four live albums and several charting singles. The band was signed to Def American Recordings in 1989 by producer George Drakoulias and released their debut album, Shake Your Money Maker, the following year. Their follow-up, The Southern Harmony and Musical Companion, reached the top of the Billboard 200 in 1992. The albums Amorica (1994), Three Snakes and One Charm (1996), By Your Side (1999), and Lions (2001) followed, with each showing moderate popularity but failing to capture the chart successes of the band's first two albums. After a hiatus from 2002 to 2005, the band regrouped and toured for several years before releasing Warpaint in 2008, which reached number 5 on the Billboard chart."
The Residents,"The Residents are an American art collective and art rock band best known for their avant-garde music and multimedia works. Since their first official release, Meet the Residents (1974), they have released over 60 albums, numerous music videos and short films, three CD-ROM projects, and ten DVDs over the course of over half a century. They have undertaken seven major world tours and scored multiple films. Pioneers in exploring the potential of CD-ROM and similar technologies, the Residents have won several awards for their multimedia projects. They founded Ralph Records, a record label focusing on avant-garde music, in 1972.
Throughout the group's existence, the individual members have ostensibly attempted to work anonymously, preferring to have attention focused on their art. Much speculation and rumor has focused on this aspect of the group. In public, they appear silent and costumed, often wearing eyeball helmets, top hats and tails—a costume now recognized as their signature iconography. In 2017, Hardy Fox, long known to be associated with the Residents, identified himself as the band's co-founder and primary composer; he died in 2018."
Fashawn,"Santiago Leyva (born October 19, 1988), known by his stage name Fashawn, is an American hip hop recording artist from Fresno, California. He first gained major attention after releasing his debut album Boy Meets World in 2009, which was produced entirely by Exile. The album received critical acclaim and landed him on the cover of XXL Magazine's Top 10 Freshmen issue in 2010. Since then, Fashawn has collaborated with other artists and producers such as Nas, J. Cole, Wiz Khalifa, Evidence, Murs, Aloe Blacc, Blu, Big Mike, Brother Ali, The Alchemist, and 9th Wonder. In 2014, Fashawn performed the entrance theme to WBO welterweight champion Timothy Bradley's rematch against Manny Pacquiao.
On June 9, 2014, Fashawn signed with Nas' new label Mass Appeal Records. After years of anticipation, Fashawn released his second studio album on February 24, 2015. It ranked among the top 10 most downloaded albums on the iTunes Hip-Hop Chart during its first week of release. Since then, songs from have been featured in various forms of popular media."
Crystal Caines,"Crystal Caines is a Guyanese–American rapper, record producer, artist, songwriter and engineer based in Harlem, New York. She has Produced and been featured on tracks by BIA, Baauer, MIA, Jack Harlow, Bryson Tiller, Ransom, Nick Hook and more."
Chancho en Piedra,"Chancho en Piedra (name of a chilean sauce) is a Chilean funk rock band, considered influential in the popularization of alternative rock in Latin America. They are commonly described as similar to the Red Hot Chili Peppers, but are also known for their unique sound and goofy style. Their participation in community related events – playing benefits for the Chilean National Commission of Scientific and Technological Investigation and contributing songs to the popular Chilean children's puppet show 31 Minutos – and their proliferation as artists – having released 11 albums since their debut in 1995 – has gained them widespread familiarity. Their popularity has spread not only in Latin America but internationally as well, allowing them to perform at Memphis' Beale Street Music Festival in May 2009."
Imagine Dragons,"Imagine Dragons are an American pop rock band formed in 2008, based in Las Vegas, Nevada. The band currently consists of lead singer Dan Reynolds, guitarist Wayne Sermon, and bassist Ben McKee. They first gained exposure with the release of their single ""It's Time"", followed by their debut album Night Visions (2012), which resulted in the chart-topping singles ""Radioactive"" and ""Demons"". Rolling Stone named ""Radioactive"", which held the record for most weeks charted on the Billboard Hot 100, the ""biggest rock hit of the year"". MTV called them ""the year's biggest breakout band"", and Billboard named them their ""Breakthrough Band of 2013"" and ""Biggest Band of 2017"", and placed them at the top of their ""Year in Rock"" rankings for 2013, 2017, and 2018. Imagine Dragons topped the Billboard Year-End ""Top Artists – Duo/Group"" category in 2018."
BLACKPINK,"Blackpink (Korean: 블랙핑크; RR: Beullaekpingkeu, stylized in all caps or as BLɅϽKPIИK) is a South Korean girl group formed by YG Entertainment. The group is composed of four members: Jisoo, Jennie, Rosé, and Lisa. Regarded by various publications as the ""biggest girl group in the world"", they are recognized as a leading force in the Korean Wave and an ambassador of the ""girl crush"" concept in K-pop, which explores themes of self-confidence and female empowerment.
Blackpink debuted in August 2016 with their single album Square One, which featured ""Whistle"" and ""Boombayah"", their first number-one entries on South Korea's Circle Digital Chart and the US Billboard World Digital Songs chart, respectively. It was followed by the single album Square Two in November, whose song ""Playing with Fire"" was the first by a Korean girl group to enter the Canadian Hot 100. The group's domestic and global popularity grew with the chart-topping single ""Ddu-Du Ddu-Du"" (2018), which was the first song by a Korean female group to enter the UK Singles Chart and receive a certification from the Recording Industry Association of America (RIAA). Its music video was the first by a Korean group to surpass one and two billion views on YouTube. Their music videos for ""Kill This Love"" (2019) and ""How You Like That"" (2020) each set records for the most-viewed music videos within the first 24 hours of release, with the latter topping the Gaon Digital Chart and breaking five Guinness World Records."
Caddillac Tah,"LaVita Raynor, known simply as Vita, is an American rapper, songwriter and actress. Raynor is perhaps best known for her role as Kionna, Tommy ""Buns"" Bundy's (portrayed by DMX) ""mistress"" in the 1998 crime drama film Belly. As a rapper, Raynor is known for her appearances on the songs ""Lapdance"" by N.E.R.D, ""Put It on Me"" by Ja Rule, and ""Down 4 U"" by Irv Gotti. In 2014, Raynor was included in Billboard's list of the ""31 Female Rappers Who Changed Hip-Hop""."
Danny Dickson,"Daniel Robert Elfman (born May 29, 1953) is an American film composer, singer, songwriter, and musician. He came to prominence as the lead vocalist and primary songwriter for the new wave band Oingo Boingo in the early 1980s. Since scoring his first studio film in 1985, Elfman has garnered international recognition for composing over 100 feature film scores, as well as compositions for television, stage productions, and the concert hall.
Elfman has frequently worked with directors Tim Burton, Sam Raimi, and Gus Van Sant, contributing music to nearly 20 Burton projects, including Pee-Wee's Big Adventure, Beetlejuice, Batman, Edward Scissorhands, Batman Returns, Mars Attacks!, Sleepy Hollow, Big Fish and Alice in Wonderland, as well as scoring Raimi's , , , , , and , and Van Sant's Academy Award-winning films and . He wrote music for all of the and franchise films, the songs and score for Henry Selick's animated musical , and the themes for the popular television series and ."
The Heliocentrics,"The Heliocentrics are an English, London-based musical collective that combines funk, jazz, psych, and library influences. The group is based around drummer and producer Malcolm Catto, bassist Jake Ferguson, guitarist Adrian Owusu, and multi-instrumentalist Jack Yglesias."
Big Boy,"Big Boy (born Gustavo Roy Diaz on March 11, 1975) is a Puerto Rican reggaeton rapper. He is considered one of the founding fathers of reggaeton in Puerto Rico. He is known for his worldwide success in the 1990s, with songs such as ""Mis Ojos Lloran Por Ti"", ""Maria"", ""He Chocado Con La Vida"", ""Que Vayas Con Dios"" and ""Mi Chica De La Voz Sensual"". His album ""The Phenomenon"" was nominated for the 2003 Latin Grammy Awards for Best Rap/Hip-Hop Album and for the Premios Lo Nuestro 2003 for Urban Album of the Year and Best Urban Performance. His song ""Mis Ojos Lloran Por Ti"" peaked at 18 in Top Latin Songs."
Tito Rojas,"Julio César ""Tito"" Rojas López (June 14, 1955 – December 26, 2020), also known as ""El Gallo Salsero"", was a Puerto Rican salsa singer and songwriter."
Rylo Rodriguez,"Ryan Preston Adams (born September 30, 1993), known professionally as Rylo Rodriguez, is an American rapper. He signed with Lil Baby's record label, Glass Window Entertainment (known at the time as 4PF) in a joint venture with Virgin Records in February 2020. He first gained recognition for his collaborations with the rapper, and released his debut studio album, G.I.H.F. (Goat In Human Form) in November of that year. It peaked within the top 40 of the Billboard 200, while his second album, Been One (2023) peaked within the top ten and was supported by the single ""Thang for You"" (featuring NoCap)—his first entry on the Billboard Hot 100 as a lead artist."
Malik Montana,"Mosa Ghawsi (born 11 March 1989), known professionally as Malik Montana, is a German-Polish rapper of Afghan origin. He began making music in 2008, releasing his debut album, Naajak, in 2016. It would be followed by the release of Haram Masari in 2017, Tijara and 022 in 2018, Import/Export in 2019, and Adwokat Diabła in 2023.
Born in Hamburg, Mosa would move to Warsaw at the age of 15. He would begin making English-language music in 2008, making his debut in Polish rap in 2015."
Sobel,"Szymon Sobel (born November 22, 2001), known professionally as Sobel, is a Polish pop and hip-hop singer, songwriter and record producer. He was born in Świdnica, Poland.
He gained popularity after the release of the single ""Impreza"", which was certified for a diamond record. He repeated his success in 2020 with the single ""Daj mi znać"" recorded with Michał Szczygieł and the solo track ""Fiołkowe pole"" released in 2021. He was nominated for the Fryderyk 2021 Music Award in the Phonographic Debut of the Year category. The rapper has released one album Pułapka na motyle in 2021 and a mini-album Kontrast in 2020. As of 2024, he has gained over 2,000,000 monthly listeners on Spotify."
Bob Dylan,"Bob Dylan (legally Robert Dylan; born Robert Allen Zimmerman, May 24, 1941) is an American singer-songwriter. Considered one of the greatest songwriters of all time, Dylan has been a major figure in popular culture over his nearly 70-year career. With an estimated more than 125 million records sold worldwide, he is one of the best-selling musicians of all time. Dylan added increasingly sophisticated lyrical techniques to the folk music of the early 1960s, infusing it ""with the intellectualism of classic literature and poetry"". His lyrics incorporated political, social, and philosophical influences, defying pop music conventions and appealing to the burgeoning counterculture.
Dylan was born in St. Louis County, Minnesota. In 1961, he moved to New York City to pursue a career in music. Following his 1962 debut album, , featuring traditional folk and blues material, he released his breakthrough album (1963), which included ""Girl from the North Country"" and ""A Hard Rain's a-Gonna Fall"", adapting older folk songs. His songs ""Blowin' in the Wind"" (1963) and ""The Times They Are a-Changin' (1964) became anthems for the civil rights and antiwar movements. In 1965 and 1966, Dylan created controversy among folk purists when he used electrically amplified rock instrumentation for his albums , (both 1965), and (1966). His six-minute single ""Like a Rolling Stone"" (1965) expanded commercial and creative boundaries in popular music."
How to Dress Well,"How to Dress Well is the stage name of Tom Krell, an American multimedia artist, singer-songwriter, and producer from Boulder, Colorado. He began releasing music independently through his own blog around 2009 and via labels like Tri Angle, Lefse Records, Weird World, and eventually Domino later on in his career."
Blaq Poet,"Wilbur Bass (born May 31, 1969), better known as Blaq Poet, is an American rapper from Queensbridge, New York City."
Wisin,"Juan Luis Morera Luna (Spanish pronunciation: [ˈxwan ˈlwis moˈɾeɾa ˈluna]; born December 19, 1978), known professionally as Wisin (Spanish pronunciation: [ˈɣ̝ʷisin]), is a Puerto Rican reggaeton rapper, singer and record producer, best known as a member of the reggaeton duo Wisin & Yandel. Wisin is noted for his unique and aggressive style of rapping."
Öwnboss,"Öwnboss, the stage name of Eduardo Fornasa Zaniolo, is a Brazilian electronic dance music producer and DJ from Florianópolis, Santa Catarina.
He is best known for his single ""Move Your Body"", which became a global hit, with over 200 million streams. The track was also the 4th most played song in the world in 2022, according to the 1001Tracklists, and received the award for ""Best Bass House Track of the Year"" at the 2022 EDM Awards. It was also featured in the official soundtrack of EA Sports' F1 22."
Kid Yugi,"Kid Yugi, pseudonym of Francesco Stasi (born April 14, 2001), is an Italian rapper."
Laylow,"Jeremy Larroux (born 1993), better known as Laylow is a French rapper from Toulouse. In 2018, Laylow released the EPs .RAW and RAW-Z. His first album, Trinity, featured collaborations with Lomepal, S.Pri Noir, Jok'Air, Wit., Alpha Wann, and was released on 28 February 2020. The album reached number 3 in the French Albums Charts. The follow-up L'étrange histoire de Mr. Anderson peaked at number 1 with collaborations with Damso, Nekfeu, Hamza, Alpha Wann and Slowthai."
Tom Tom Club,"Tom Tom Club is an American new wave band founded in 1981 by husband-and-wife team Chris Frantz and Tina Weymouth and as a side project from Talking Heads. Their best known songs include the UK top 10 hit ""Wordy Rappinghood"" and the US top 40 hit ""Genius of Love"", both from their 1981 debut album, and a cover of The Drifters' ""Under the Boardwalk"" that reached the UK top 30."
Bizarrap,"Gonzalo Julián Conde (born August 29, 1998), known professionally as Bizarrap, is an Argentine record producer, songwriter and DJ. He specializes in EDM, Latin trap and Latin hip hop. He is known for his BZRP Music Sessions, a series of independent tracks which he records with a wide variety of artists. He was nominated for a Latin Grammy Award for Producer of the Year in 2021 and 2023."
Rauw Alejandro,"Raúl Alejandro Ocasio Ruiz (born January 10, 1993), known professionally as Rauw Alejandro, is a Puerto Rican singer. His accolades include two Latin Grammy Awards, two Billboard Latin Music Awards and an IHeartRadio Music Awards."
The Rules of Attraction,"Various Artistsは、日本語ではヴァリアス・アーティスツ、ヴァリアス・アーティスト、V.A.などとも表記される英語の語句で、「様々なアーティストたち」を意味する表現。特に、アルバムなど音楽ソフトにおいて、多数のパフォーマーの作品を収録している場合などに用いられる。
この表現は、単に「様々なアーティストたち」によるパフォーマンスが収録されていることしか意味しないので、収録された音源の未発表/既発表といった区別とは関係がない。「編集アルバム」という意味に由来する「コンピレーション・アルバム」が、狭義では既発表音源を集めたものと理解され、多数のアーティストたちが新たに録音した未発表音源を集めたものについてはあまり用いられないのに対して、Various Artists はいずれの場合にも用いることがある表現である。"
Shelly Manne,"Sheldon ""Shelly"" Manne (June 11, 1920 – September 26, 1984) was an American jazz drummer. Most frequently associated with West Coast jazz, he was known for his versatility and also played in a number of other styles, including Dixieland, swing, bebop, avant-garde jazz, and later fusion. He also contributed to the musical background of hundreds of Hollywood films and television programs."
King Coleman,"Carlton ""King"" Coleman (January 20, 1932 – September 11, 2010) was an American rhythm and blues singer and musician, known for providing the vocals for the 1959 hit single, ""(Do The) Mashed Potatoes"", recorded with James Brown's band. Over the course of his singing career, Coleman released numerous singles that have been re-released on compilation albums, as well as the 2003 retrospective, It's Dance Time, released by Norton Records. He performed on stage as recently as 2005 on a tour of the U.S. East Coast, backed by the Florida garage band The Creepy T's, headlining the WFMU record fair in New York City.
Coleman worked as a radio disc jockey, starting out at Tampa's WTMP and Miami's WFEC and eventually WMBM, where he was one of the city's most popular DJs in the late 1950s. In the mid-`60s, he hosted a popular show on WWRL in New York City, as well as some rock and roll shows at theaters in Manhattan. In more recent years, Coleman hosted a six-hour nightly radio show entitled ""Nothing But Love"", also on WMBM, now a gospel station. In 1971, Coleman released a gospel album entitled ""Rock Gospel Time / The Rock Ministry"" on Brunswick Records as Reverend C. Coleman."
Don Julian,"Don Julian (April 7, 1937 – November 6, 1998) was an American rhythm and blues, funk and soul singer, guitarist and songwriter. Most famous for his work as an R&B singer in the 1950s and 1960s, he's also known for composing the soundtrack and songs to the blaxploitation film, Savage!."
The Larks,"The Larks were an American vocal group, active in the early 1950s. They were not the same group as the Los Angeles–based Larks (originally The Meadowlarks) featuring Don Julian, nor the Philadelphia-based group The Four Larks."
Loom,"Loom (of LOOM) is een Duits samenwerkingsverband binnen de elektronische muziek. De eerste plannen voor Loom ontstonden in 2008. Twee van de drie aangesloten musici hebben ooit in Tangerine Dream gespeeld, maar niet gelijktijdig. In 2011 kwam een eerste compact disc uit getiteld 100001. In februari 2012 volgde een livealbum. In 2018 kwamen alleen Schmoelling en Waters met het album The immortal tourist; het is dan onbekend of Loom nog bestaat. Schmoelling en Waters brachten eind 2019 een album uit onder de titel Iconic, ze werkten daarop samen met Kurt Ader; de site betreffende Loom ging vervolgens uit de lucht."
Master KG,"Kgaogelo Moagi (born 31 January 1996), professionally known as Master KG, is a South African DJ, singer and record producer. Born and raised in Tzaneen, his debut studio album Skeleton Move achieved acclaim including an AFRIMA Award for Best Artist/Group in the African Electro category. He is also known as the pioneer of ""Bolobedu"" dance.
His second studio album Jerusalema (2020) was released, containing international successful single: ""Jerusalema"", featuring Nomcebo Zikode and Burna Boy, was certified diamond by FRA and topped Billboard's World Digital Song Sales chart."
